Timingchain (UnityEngine.GameObject) | Data | Time | 0
Navigation (UnityEngine.GameObject) | Navigation | LanePosition | -0.15
Navigation (UnityEngine.GameObject) | Navigation | RequiredDistance | 10
Navigation (UnityEngine.GameObject) | Passing | Aggression | 26.00025
Navigation (UnityEngine.GameObject) | Passing | Difference | 0
Navigation (UnityEngine.GameObject) | Passing | Distance | 0
Navigation (UnityEngine.GameObject) | Passing | LaneDrive | 0
Navigation (UnityEngine.GameObject) | Passing | Math | 1.926277
Navigation (UnityEngine.GameObject) | Passing | PassMultiplier | 1.5
Navigation (UnityEngine.GameObject) | Passing | SpeedMax | 81.92628
Navigation (UnityEngine.GameObject) | Passing | SpeedMin | 80
Navigation (UnityEngine.GameObject) | Passing | SpeedOther | 0
Navigation (UnityEngine.GameObject) | Passing | SpeedThis | 0
Navigation (UnityEngine.GameObject) | Passing | TargetSpeedMax | 45
Navigation (UnityEngine.GameObject) | Passing | TargetSpeedMin | 40
Navigation (UnityEngine.GameObject) | Raycast | Distance | 0
Navigation (UnityEngine.GameObject) | Raycast | Lane | 0
Navigation (UnityEngine.GameObject) | Raycast | LaneOther | 0
Navigation (UnityEngine.GameObject) | Raycast | RaycastDistance | 400
Navigation (UnityEngine.GameObject) | Raycast | Speed | 0
BUS (UnityEngine.GameObject) | Shifting | RPM | 2302.16
BUS (UnityEngine.GameObject) | Shifting | ShiftDown | 1200
BUS (UnityEngine.GameObject) | Shifting | ShiftUp | 2300
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
hood(Clone) (UnityEngine.GameObject) | Removal | Pos | 0
hood(Clone) (UnityEngine.GameObject) | Use | Rotation | 0
hood(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
hood(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 8
hood(Clone) (UnityEngine.GameObject) | BoltCheck | Moment | 12800
hood(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 32
bootlid(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
bootlid(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 24
bootlid(Clone) (UnityEngine.GameObject) | BoltCheck | Moment | 4000000
bootlid(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
Handles (UnityEngine.GameObject) | Use | RayDistance | 1.5
Handles (UnityEngine.GameObject) | Use | Rotation | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SatsumaHandles (UnityEngine.GameObject) | Use | LockStrenght | 20000
SatsumaHandles (UnityEngine.GameObject) | Use | RayDistance | 1.5
SatsumaHandles (UnityEngine.GameObject) | Use | Rot | 0
door right(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
door right(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 28
door right(Clone) (UnityEngine.GameObject) | BoltCheck | Moment | 1E+07
door right(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
Handles (UnityEngine.GameObject) | Use | LockStrenght | 20000
Handles (UnityEngine.GameObject) | Use | RayDistance | 1.5
Handles (UnityEngine.GameObject) | Use | Rot | 0
door left(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
door left(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 28
door left(Clone) (UnityEngine.GameObject) | BoltCheck | Moment | 1E+07
door left(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
STATUSD (UnityEngine.GameObject) | Shifting | RPM | 5800.598
STATUSD (UnityEngine.GameObject) | Shifting | ShiftDown | 4000
STATUSD (UnityEngine.GameObject) | Shifting | ShiftUp | 8000
fire extinguisher holder(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
fire extinguisher holder(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 2
fire extinguisher holder(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
PivotVolt (UnityEngine.GameObject) | Needle | Angle | -118
PivotWaterPress (UnityEngine.GameObject) | Needle | Angle | 0
PivotOilPress (UnityEngine.GameObject) | Needle | Angle | 0
AirFuel (UnityEngine.GameObject) | Needle | Angle | -220.3683
AirFuel (UnityEngine.GameObject) | Needle | Mixture | 16.77961
AirFuel (UnityEngine.GameObject) | Needle | Mixture2 | 8.779612
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
fender left(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
fender left(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 28
fender left(Clone) (UnityEngine.GameObject) | BoltCheck | Moment | 1000000
fender left(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
piston1(Clone) (UnityEngine.GameObject) | Removal | Mass | 1
piston1(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
piston1(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 2
piston1(Clone) (UnityEngine.GameObject) | BoltCheck | Chance | 0
piston1(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 16
throttle linkage(xxxxx) (UnityEngine.GameObject) | Screw | Throttle | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
drive gear(Clone) (UnityEngine.GameObject) | Removal | Mass | 4
drive gear(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
drive gear(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 32
drive gear(Clone) (UnityEngine.GameObject) | BoltCheck | Chance | 0
drive gear(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 56
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
OpenCap (UnityEngine.GameObject) | Screw | Rot | 359
OpenCap (UnityEngine.GameObject) | Screw | ScrewAmount | 33
OpenCap (UnityEngine.GameObject) | Screw | Scroll | 0
racing radiator(xxxxx) (UnityEngine.GameObject) | Removal | Mass | 8
racing radiator(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
racing radiator(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 2
racing radiator(xxxxx) (UnityEngine.GameObject) | BoltCheck | Chance | 0
racing radiator(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 32
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
rpm gauge(Clone) (UnityEngine.GameObject) | Removal | Mass | 0.5
rpm gauge(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
rpm gauge(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 6
rpm gauge(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 16
timing chain(Clone) (UnityEngine.GameObject) | Removal | Mass | 1
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
wheel rally rr(Clone) (UnityEngine.GameObject) | Removal | Mass | 12
wheel rally rr(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
wheel rally rr(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 6
wheel rally rr(Clone) (UnityEngine.GameObject) | BoltCheck | Chance | 0
wheel rally rr(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
water pump(Clone) (UnityEngine.GameObject) | Removal | Mass | 1
water pump(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
water pump(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 24
water pump(Clone) (UnityEngine.GameObject) | BoltCheck | Chance | 0
water pump(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 40
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
rocker shaft(Clone) (UnityEngine.GameObject) | Removal | Mass | 2
rocker shaft(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
rocker shaft(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 16
rocker shaft(Clone) (UnityEngine.GameObject) | BoltCheck | Chance | 0
rocker shaft(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 40
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
steel headers(Clone) (UnityEngine.GameObject) | Removal | Mass | 3
steel headers(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
steel headers(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 2
steel headers(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 40
spark plug 1(Clone) (UnityEngine.GameObject) | Removal | Mass | 0.2
spark plug 1(Clone) (UnityEngine.GameObject) | Screw | Scroll | 0
spark plug 1(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
spark plug 1(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 8
spark plug 1(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 8
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
fender right(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
fender right(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 28
fender right(Clone) (UnityEngine.GameObject) | BoltCheck | Moment | 1000000
fender right(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
crankshaft pulley(Clone) (UnityEngine.GameObject) | Removal | Mass | 2
crankshaft pulley(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
crankshaft pulley(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 4
crankshaft pulley(Clone) (UnityEngine.GameObject) | BoltCheck | Chance | 0
crankshaft pulley(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 8
radiator hose2(Clone) (UnityEngine.GameObject) | Removal | Mass | 1
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
twin carburators(Clone) (UnityEngine.GameObject) | Removal | Mass | 4
twin carburators(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
twin carburators(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 8
twin carburators(Clone) (UnityEngine.GameObject) | BoltCheck | Chance | 0
twin carburators(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 32
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
clutch cover plate(Clone) (UnityEngine.GameObject) | Removal | Mass | 1.5
clutch cover plate(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
clutch cover plate(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 36
clutch cover plate(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 48
clutch cover plate(Clone) (UnityEngine.GameObject) | HandRotate | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
grille(Clone) (UnityEngine.GameObject) | Removal | Mass | 2.4
grille(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
grille(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 6
grille(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
battery(Clone) (UnityEngine.GameObject) | Removal | Mass | 6
spark plug 3(Clone) (UnityEngine.GameObject) | Removal | Mass | 0.2
spark plug 3(Clone) (UnityEngine.GameObject) | Screw | Scroll | 0
spark plug 3(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
spark plug 3(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 8
spark plug 3(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 8
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
wheel rally fl(Clone) (UnityEngine.GameObject) | Removal | Mass | 12
wheel rally fl(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
wheel rally fl(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 6
wheel rally fl(Clone) (UnityEngine.GameObject) | BoltCheck | Chance | 0
wheel rally fl(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
piston4(Clone) (UnityEngine.GameObject) | Removal | Mass | 1
piston4(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
piston4(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 2
piston4(Clone) (UnityEngine.GameObject) | BoltCheck | Chance | 0
piston4(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 16
engine plate(Clone) (UnityEngine.GameObject) | Removal | Mass | 2
clutch disc(Clone) (UnityEngine.GameObject) | Removal | Mass | 1
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
main bearing1(Clone) (UnityEngine.GameObject) | Removal | Mass | 0.5
main bearing1(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
main bearing1(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 10
main bearing1(Clone) (UnityEngine.GameObject) | BoltCheck | Chance | 0
main bearing1(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 16
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
CapTrigger_MotorOil (UnityEngine.GameObject) | Trigger | MaxCapacity | 3
CapTrigger_MotorOil (UnityEngine.GameObject) | Trigger | OilLevel | 0
cylinder head(Clone) (UnityEngine.GameObject) | Removal | Mass | 8
cylinder head(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
cylinder head(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 24
cylinder head(Clone) (UnityEngine.GameObject) | BoltCheck | Chance | 0
cylinder head(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 80
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
camshaft gear(Clone) (UnityEngine.GameObject) | Removal | Mass | 1.5
camshaft gear(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
camshaft gear(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 5
camshaft gear(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 8
rear spoiler2(Clone) (UnityEngine.GameObject) | Removal | Mass | 3
racing harness(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
racing harness(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 4
racing harness(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
flywheel(Clone) (UnityEngine.GameObject) | Removal | Mass | 9
flywheel(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
flywheel(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 32
flywheel(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 48
flywheel(Clone) (UnityEngine.GameObject) | HandRotate | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
alternator(Clone) (UnityEngine.GameObject) | Removal | Mass | 3.6
alternator(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
alternator(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 6
alternator(Clone) (UnityEngine.GameObject) | BoltCheck | Rotation | 6.999994
alternator(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 16
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
rally steering wheel(Clone) (UnityEngine.GameObject) | Removal | Mass | 1
rally steering wheel(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
rally steering wheel(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 2
rally steering wheel(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 8
BoltPM (UnityEngine.GameObject) | Screw | Alignment | 14.1
BoltPM (UnityEngine.GameObject) | Screw | Max | 22
BoltPM (UnityEngine.GameObject) | Screw | Min | 13.5
BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
