Database | Timingchain (UnityEngine.GameObject) | Data | Time | 0
HAYOSIKO(1500kg) | DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | VeloZ | 0
Database | Gears (UnityEngine.GameObject) | Data | FinalGear | 4.625
JOBS | HouseShit5 (UnityEngine.GameObject) | LOD | Distance | 1713.456
JOBS | HouseShit5 (UnityEngine.GameObject) | LOD | LOD | 200
REPAIRSHOP | BoozeJob (UnityEngine.GameObject) | Job | CallChance | 0.8100001
REPAIRSHOP | BoozeJob (UnityEngine.GameObject) | Job | CallChanceNot | 1
REPAIRSHOP | BoozeJob (UnityEngine.GameObject) | Job | SpawnerPos | 0
REPAIRSHOP | BoozeJob (UnityEngine.GameObject) | Job | SpawnerRot | 0
Database | Cylinderhead (UnityEngine.GameObject) | Data | Time | 0
KEKMET(350-400psi) | RadioTuner (UnityEngine.GameObject) | Knob | Rot | 729.9993
KEKMET(350-400psi) | RadioTuner (UnityEngine.GameObject) | Knob | Scroll | 0
KEKMET(350-400psi) | RadioTuner (UnityEngine.GameObject) | Knob | Tune | 0.07299992
KEKMET(350-400psi) | doorr (UnityEngine.GameObject) | Use | OldRot | 0
KEKMET(350-400psi) | doorr (UnityEngine.GameObject) | Use | Rot | 0
KEKMET(350-400psi) | doorr (UnityEngine.GameObject) | Use | Rotation | 0
YARD | ButtonTime (UnityEngine.GameObject) | Screw | Math1 | 720
YARD | ButtonTime (UnityEngine.GameObject) | Screw | ScrewAmount | 10
YARD | ButtonTime (UnityEngine.GameObject) | Screw | Scroll | 0
YARD | ButtonTime (UnityEngine.GameObject) | Screw | Timer | 120
GIFU(750/450psi) | Cooling (UnityEngine.GameObject) | Cooling | Cooling | 0
GIFU(750/450psi) | Cooling (UnityEngine.GameObject) | Cooling | EngineTemp | 25
GIFU(750/450psi) | Cooling (UnityEngine.GameObject) | Cooling | Heat | 0
GIFU(750/450psi) | Cooling (UnityEngine.GameObject) | Cooling | HeatGeneration | 2000
GIFU(750/450psi) | Cooling (UnityEngine.GameObject) | Cooling | RPM | 0
GIFU(750/450psi) | Cooling (UnityEngine.GameObject) | Cooling | Speed | 1.466236E-09
GIFU(750/450psi) | Cooling (UnityEngine.GameObject) | Cooling | WaterLevel | 11
JOBS | PlayerShitTrigger (UnityEngine.GameObject) | Death | Distance | 0
Database | Sparkplug4 (UnityEngine.GameObject) | Data | Time | 0
FERNDALE(1630kg) | Bootlid (UnityEngine.GameObject) | Use | RayDistance | 1.5
FERNDALE(1630kg) | Bootlid (UnityEngine.GameObject) | Use | Rotation | 0
Database | Stock_back_panel (UnityEngine.GameObject) | Data | Time | 0
Database | Piston4 (UnityEngine.GameObject) | Data | Time | 0
Database | WheelSpokeFR (UnityEngine.GameObject) | Data | SettingRimRadius | 0.175
Database | WheelSpokeFR (UnityEngine.GameObject) | Data | SettingTireRadius | 0
Database | WheelSpokeFR (UnityEngine.GameObject) | Data | SettingTireWidth | 0
Database | Grille (UnityEngine.GameObject) | Data | Time | 0
GIFU(750/450psi) | RearIK_2 (UnityEngine.GameObject) | CalculateAngle | Tire1pos | -0.1308588
GIFU(750/450psi) | RearIK_2 (UnityEngine.GameObject) | CalculateAngle | Tire2pos | -0.1319758
GIFU(750/450psi) | RearIK_2 (UnityEngine.GameObject) | CalculateAngle | TireAngle | -0.03555303
GIFU(750/450psi) | RearIK_2 (UnityEngine.GameObject) | CalculateAngle | Travel | 0.001116931
GIFU(750/450psi) | RearIK_2 (UnityEngine.GameObject) | CalculateAngle | Wheelbase | 1.8
GIFU(750/450psi) | FuelTank (UnityEngine.GameObject) | Data | FuelLevel | 258.4379
TRAIN | WhistleTrigger (UnityEngine.GameObject) | Raycast | Distance | 0
TRAIN | WhistleTrigger (UnityEngine.GameObject) | Raycast | Lane | 0
TRAIN | WhistleTrigger (UnityEngine.GameObject) | Raycast | LaneOther | 0
TRAIN | WhistleTrigger (UnityEngine.GameObject) | Raycast | RaycastDistance | 150
TRAIN | WhistleTrigger (UnityEngine.GameObject) | Raycast | Speed | 0
NPC_CARS | RearIK (UnityEngine.GameObject) | CalculateAngle | Tire1pos | -0.1259419
NPC_CARS | RearIK (UnityEngine.GameObject) | CalculateAngle | Tire2pos | -0.1135693
NPC_CARS | RearIK (UnityEngine.GameObject) | CalculateAngle | TireAngle | 0.3938263
NPC_CARS | RearIK (UnityEngine.GameObject) | CalculateAngle | Travel | -0.01237261
NPC_CARS | RearIK (UnityEngine.GameObject) | CalculateAngle | Wheelbase | 1.8
Database | WheelHayosikoFR (UnityEngine.GameObject) | Data | SettingRimRadius | 0.175
Database | WheelHayosikoFR (UnityEngine.GameObject) | Data | SettingTireRadius | 0
Database | WheelHayosikoFR (UnityEngine.GameObject) | Data | SettingTireWidth | 0
Database | Rear_spoiler2 (UnityEngine.GameObject) | Data | Time | 0
Sheets | OrderList (UnityEngine.GameObject) | Data | PriceTotal | 0
Sheets | OrderList (UnityEngine.GameObject) | Data | TimeArrival | 0
Sheets | OrderList (UnityEngine.GameObject) | Data | TimeCurrent | 0
Database | ClutchCoverplate (UnityEngine.GameObject) | Data | Time | 0
GIFU(750/450psi) | ButtonWipers (UnityEngine.GameObject) | Function | Delay | 3
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Alignment | 8
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Max | 12
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Min | 1
Database | Fender_Right (UnityEngine.GameObject) | Data | Time | 0
RALLY | Results (UnityEngine.GameObject) | Data | DriverTime | 0
RALLY | Results (UnityEngine.GameObject) | Data | OpponenMinTime | 340
RALLY | Results (UnityEngine.GameObject) | Data | PlayerRecord | 3540
RALLY | Results (UnityEngine.GameObject) | Data | PlayerTime | 0
RALLY | Results (UnityEngine.GameObject) | Data | Record | 0
RALLY | Results (UnityEngine.GameObject) | Data | Top3Times | 0
GIFU(750/450psi) | GIFU(750/450psi) (UnityEngine.GameObject) | LOD | Distance | 20.19624
GIFU(750/450psi) | GIFU(750/450psi) (UnityEngine.GameObject) | LOD | LOD | 200
GIFU(750/450psi) | GIFU(750/450psi) (UnityEngine.GameObject) | LOD | Y | 0
Database | Racing Radiator (UnityEngine.GameObject) | Data | Water | 7
JOBS | PlayerShitTrigger (UnityEngine.GameObject) | Death | Distance | 0
Database | Engineplate (UnityEngine.GameObject) | Data | Time | 0
SATSUMA(557kg) | Steering (UnityEngine.GameObject) | SteeringFL | Alignment | 0
SATSUMA(557kg) | Steering (UnityEngine.GameObject) | SteeringFR | Alignment | 0
Database | FuelTank (UnityEngine.GameObject) | Data | FluidCoolant | 0
Database | FuelTank (UnityEngine.GameObject) | Data | FluidDiesel | 0
Database | FuelTank (UnityEngine.GameObject) | Data | FluidGasoline | 0
Database | FuelTank (UnityEngine.GameObject) | Data | FluidOil | 0
Database | FuelTank (UnityEngine.GameObject) | Data | FluidUrine | 0
Database | FuelTank (UnityEngine.GameObject) | Data | FuelLevel | 32.02376
Database | FuelTank (UnityEngine.GameObject) | Data | Mass | 36.02376
Database | FuelTank (UnityEngine.GameObject) | Data | MaxCapacity | 36
NPC_CARS | LookTarget (UnityEngine.GameObject) | Move | Axis | 38.14827
NPC_CARS | LookTarget (UnityEngine.GameObject) | Move | Distance | 768.1059
SATSUMA(557kg) | Redlining (UnityEngine.GameObject) | RedLining | Bearing1 | 16
SATSUMA(557kg) | Redlining (UnityEngine.GameObject) | RedLining | CrankTightness | 10500
SATSUMA(557kg) | Redlining (UnityEngine.GameObject) | RedLining | Delay | 0
SATSUMA(557kg) | Redlining (UnityEngine.GameObject) | RedLining | EngineFriction | 3
SATSUMA(557kg) | Redlining (UnityEngine.GameObject) | RedLining | RealRPM | 0
NPC_CARS | DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | MinimumRequiredVelocity | 0.15
NPC_CARS | DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | VeloX | 0
NPC_CARS | DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | VeloY | 0
NPC_CARS | DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | VeloZ | 0
SATSUMA(557kg) | Temp (UnityEngine.GameObject) | Temp | Level | 0
SATSUMA(557kg) | Temp (UnityEngine.GameObject) | Temp | Rotation | -11.064
Database | Crankwheel (UnityEngine.GameObject) | Data | Time | 0
GIFU(750/450psi) | Driveshaft (UnityEngine.GameObject) | Rotate | Turn | 0
FLATBED | FLATBED (UnityEngine.GameObject) | LOD | Distance | 18.59367
FLATBED | FLATBED (UnityEngine.GameObject) | LOD | LOD | 200
ITEMS | diesel(itemx) (UnityEngine.GameObject) | Explosion | Fuel | 0
ITEMS | diesel(itemx) (UnityEngine.GameObject) | Explosion | Math | 0
GIFU(750/450psi) | doorr (UnityEngine.GameObject) | Use | OldRot | 0
GIFU(750/450psi) | doorr (UnityEngine.GameObject) | Use | Rot | 0
GIFU(750/450psi) | doorr (UnityEngine.GameObject) | Use | Rotation | 0
Database | Steel Headers (UnityEngine.GameObject) | Data | Time | 0
JOBS | HouseShit4 (UnityEngine.GameObject) | LOD | Distance | 1697.114
JOBS | HouseShit4 (UnityEngine.GameObject) | LOD | LOD | 300
SATSUMA(557kg) | OpenCap (UnityEngine.GameObject) | Screw | Rot | 359
SATSUMA(557kg) | OpenCap (UnityEngine.GameObject) | Screw | ScrewAmount | 33
SATSUMA(557kg) | OpenCap (UnityEngine.GameObject) | Screw | Scroll | 0
YARD | Simulation (UnityEngine.GameObject) | Time | CoolingSauna | 0.08
YARD | Simulation (UnityEngine.GameObject) | Time | CoolingStove | 0.02
YARD | Simulation (UnityEngine.GameObject) | Time | KnobRotation | 119.6333
YARD | Simulation (UnityEngine.GameObject) | Time | MaxHeat | 0.5
YARD | Simulation (UnityEngine.GameObject) | Time | MaxSaunaHeat | 113.3333
YARD | Simulation (UnityEngine.GameObject) | Time | Power | 0.34
YARD | Simulation (UnityEngine.GameObject) | Time | SaunaHeat | 113.3333
YARD | Simulation (UnityEngine.GameObject) | Time | StoveHeat | 680
YARD | Simulation (UnityEngine.GameObject) | Time | Time | 717.7999
SATSUMA(557kg) | wheelFR (UnityEngine.GameObject) | SetGrip | GripForward | 1.15
SATSUMA(557kg) | wheelFR (UnityEngine.GameObject) | SetGrip | GripSideways | 1.15
SATSUMA(557kg) | wheelFR (UnityEngine.GameObject) | Data | GripForward | 1.15
SATSUMA(557kg) | wheelFR (UnityEngine.GameObject) | Data | GripSideways | 1.15
HAYOSIKO(1500kg) | Speaker (UnityEngine.GameObject) | Settings | DistortionLevel | 0.5
HAYOSIKO(1500kg) | Speaker (UnityEngine.GameObject) | Settings | Volume | 1
REPAIRSHOP | REPAIRSHOP (UnityEngine.GameObject) | LOD | Distance | 1719.876
REPAIRSHOP | REPAIRSHOP (UnityEngine.GameObject) | LOD | LOD | 400
SATSUMA(557kg) | Suspension (UnityEngine.GameObject) | Suspension | FrontBump | 1000
SATSUMA(557kg) | Suspension (UnityEngine.GameObject) | Suspension | FrontRate | 16000
SATSUMA(557kg) | Suspension (UnityEngine.GameObject) | Suspension | FrontRebound | 1000
SATSUMA(557kg) | Suspension (UnityEngine.GameObject) | Suspension | RearBump | 1000
SATSUMA(557kg) | Suspension (UnityEngine.GameObject) | Suspension | RearRate | 16000
SATSUMA(557kg) | Suspension (UnityEngine.GameObject) | Suspension | RearRebound | 1000
SATSUMA(557kg) | Suspension (UnityEngine.GameObject) | Suspension | TightStrutFL | 5700000
SATSUMA(557kg) | Suspension (UnityEngine.GameObject) | Suspension | TightStrutFR | 5700000
SATSUMA(557kg) | Suspension (UnityEngine.GameObject) | Suspension | TightTrailArmRL | 1.9E+07
SATSUMA(557kg) | Suspension (UnityEngine.GameObject) | Suspension | TightTrailArmRR | 1.9E+07
Database | Bucket Seat Driver (UnityEngine.GameObject) | Data | Time | 0
RADIO | Channel1 (UnityEngine.GameObject) | Update | Volume | 0
Database | CD_player (UnityEngine.GameObject) | Data | Time | 0
GIFU(750/450psi) | OpenCap (UnityEngine.GameObject) | Screw | Rot | 359
GIFU(750/450psi) | OpenCap (UnityEngine.GameObject) | Screw | ScrewAmount | 33
GIFU(750/450psi) | OpenCap (UnityEngine.GameObject) | Screw | Scroll | 0
BOAT | Starter (UnityEngine.GameObject) | Use | Distance | 0
Database | ClutchPressureplate (UnityEngine.GameObject) | Data | Time | 0
HAYOSIKO(1500kg) | throttle (UnityEngine.GameObject) | FSM | Data | 0
CARPARTS | throttle linkage(xxxxx) (UnityEngine.GameObject) | Screw | Throttle | 0
Database | WheelRacingFL (UnityEngine.GameObject) | Data | SettingRimRadius | 0.175
Database | WheelRacingFL (UnityEngine.GameObject) | Data | SettingTireRadius | 0
Database | WheelRacingFL (UnityEngine.GameObject) | Data | SettingTireWidth | 0
SATSUMA(557kg) | SpeakerDash (UnityEngine.GameObject) | Settings | DistortionLevel | 0.5
SATSUMA(557kg) | SpeakerDash (UnityEngine.GameObject) | Settings | Volume | 1
RADIO | Folk (UnityEngine.GameObject) | Update | Volume | 0
HAYOSIKO(1500kg) | ParkingBrake (UnityEngine.GameObject) | Brake | Brake | 1
HAYOSIKO(1500kg) | ParkingBrake (UnityEngine.GameObject) | Brake | Position | 0.1
HAYOSIKO(1500kg) | ParkingBrake (UnityEngine.GameObject) | Use | Brake | 0
HAYOSIKO(1500kg) | ParkingBrake (UnityEngine.GameObject) | Use | KnobPos | 0.1
JONNEZ ES(Clone) | Fuel (UnityEngine.GameObject) | FuelLine | Consumption | 4000000
JONNEZ ES(Clone) | Fuel (UnityEngine.GameObject) | FuelLine | FuelLevel | 2.779944
JONNEZ ES(Clone) | Fuel (UnityEngine.GameObject) | FuelLine | FuelUsage | 0
JONNEZ ES(Clone) | Fuel (UnityEngine.GameObject) | FuelLine | RPM | 0
JONNEZ ES(Clone) | Fuel (UnityEngine.GameObject) | FuelLine | RandomRPM | 0
JONNEZ ES(Clone) | Fuel (UnityEngine.GameObject) | FuelLine | RandomTime | 0
Database | WheelSpokeRL (UnityEngine.GameObject) | Data | SettingRimRadius | 0.175
Database | WheelSpokeRL (UnityEngine.GameObject) | Data | SettingTireRadius | 0
Database | WheelSpokeRL (UnityEngine.GameObject) | Data | SettingTireWidth | 0
ITEMS | Water (UnityEngine.GameObject) | Level | Level | 0.3448276
ITEMS | Water (UnityEngine.GameObject) | Level | Scale | 1
ITEMS | Water (UnityEngine.GameObject) | Level | Water | 30
GIFU(750/450psi) | Speaker (UnityEngine.GameObject) | Settings | DistortionLevel | 0.5
GIFU(750/450psi) | Speaker (UnityEngine.GameObject) | Settings | Volume | 1
GIFU(750/450psi) | Clock (UnityEngine.GameObject) | Time | Hours24X | -0.1
GIFU(750/450psi) | Clock (UnityEngine.GameObject) | Time | Minutes24X | -1.2
Database | Valvecover (UnityEngine.GameObject) | Data | Time | 0
Database | BrakeMasterCylinder (UnityEngine.GameObject) | Data | BrakeFluidF | 0.8642659
Database | BrakeMasterCylinder (UnityEngine.GameObject) | Data | BrakeFluidR | 0.8642659
ITEMS | FluidTrigger (UnityEngine.GameObject) | Data | Fluid | 0
ITEMS | FluidTrigger (UnityEngine.GameObject) | Data | Mass | 3
ITEMS | FluidTrigger (UnityEngine.GameObject) | Data | X | 270
GIFU(750/450psi) | Starter (UnityEngine.GameObject) | Use | DashVolume | 0
GIFU(750/450psi) | Starter (UnityEngine.GameObject) | Use | MouseDelay | 0.4
GIFU(750/450psi) | Hydraulics (UnityEngine.GameObject) | Use | TruckRPM | 0
GIFU(750/450psi) | Hydraulics (UnityEngine.GameObject) | Pump | TruckRPM | 0
GIFU(750/450psi) | Hydraulics (UnityEngine.GameObject) | Pump | Waste | 0
BOAT | ParticleSim (UnityEngine.GameObject) | Logic | Distance | 0
BOAT | ParticleSim (UnityEngine.GameObject) | Logic | MaxEnergy | -9.839148E-09
BOAT | ParticleSim (UnityEngine.GameObject) | Logic | Thrust | 0
BOAT | ShutOff (UnityEngine.GameObject) | Use | Distance | 0
Systems | InitializeControls (UnityEngine.GameObject) | Setup | DZBrake | 0.01
Systems | InitializeControls (UnityEngine.GameObject) | Setup | DZClutch | 0.01
Systems | InitializeControls (UnityEngine.GameObject) | Setup | DZHandbrake | -99
Systems | InitializeControls (UnityEngine.GameObject) | Setup | DZHorizontal | 0.01
Systems | InitializeControls (UnityEngine.GameObject) | Setup | DZThrottle | 0.01
Systems | InitializeControls (UnityEngine.GameObject) | Setup | DZVertical | 0.01
SATSUMA(557kg) | pedal_clutch (UnityEngine.GameObject) | FSM | Data | 0
SATSUMA(557kg) | RadioTuner (UnityEngine.GameObject) | Knob | Rot | 500
SATSUMA(557kg) | RadioTuner (UnityEngine.GameObject) | Knob | Scroll | 0
SATSUMA(557kg) | RadioTuner (UnityEngine.GameObject) | Knob | Tune | 0.05
Database | DashboardMeters (UnityEngine.GameObject) | Data | Time | 0
Database | Piston2 (UnityEngine.GameObject) | Data | Time | 0
JOBS | PlayerShitTrigger (UnityEngine.GameObject) | Death | Distance | 0
Database | Hubcap_RL (UnityEngine.GameObject) | Data | Time | 0
ITEMS | Trigger (UnityEngine.GameObject) | Use | Y | 0
GIFU(750/450psi) | Airbrakes (UnityEngine.GameObject) | Air Pressure | Pressure | 870
GIFU(750/450psi) | Airbrakes (UnityEngine.GameObject) | Air Pressure | RPM | 0
GIFU(750/450psi) | Airbrakes (UnityEngine.GameObject) | Parking Brake | Brake | 0
GIFU(750/450psi) | Airbrakes (UnityEngine.GameObject) | Parking Brake | BrakeRate | 2
GIFU(750/450psi) | Airbrakes (UnityEngine.GameObject) | Parking Brake | Pressure | 0
GIFU(750/450psi) | Airbrakes (UnityEngine.GameObject) | Parking Brake | Rate | 0
GIFU(750/450psi) | Airbrakes (UnityEngine.GameObject) | ActivateBrake | Data | 0
GIFU(750/450psi) | Airbrakes (UnityEngine.GameObject) | ActivateBrake | Pressure | 0
HAYOSIKO(1500kg) | HAYOSIKO(1500kg) (UnityEngine.GameObject) | LOD | Distance | 21.6426
HAYOSIKO(1500kg) | HAYOSIKO(1500kg) (UnityEngine.GameObject) | LOD | LOD | 200
HAYOSIKO(1500kg) | HAYOSIKO(1500kg) (UnityEngine.GameObject) | LOD | Y | 0
Database | Bumper_Front (UnityEngine.GameObject) | Data | Time | 0
GUI | Pivot (UnityEngine.GameObject) | Scale | Scale | 0.1211229
FERNDALE(1630kg) | Automatic (UnityEngine.GameObject) | 3 speed | Brake | 0
FERNDALE(1630kg) | Automatic (UnityEngine.GameObject) | 3 speed | GearDOWN | 0
FERNDALE(1630kg) | Automatic (UnityEngine.GameObject) | 3 speed | RPM | 0
FERNDALE(1630kg) | Automatic (UnityEngine.GameObject) | 3 speed | RPMCurrent | 0
FERNDALE(1630kg) | Automatic (UnityEngine.GameObject) | 3 speed | ShiftMaxRPM | 4300
FERNDALE(1630kg) | Automatic (UnityEngine.GameObject) | 3 speed | ShiftMinRPM | 4000
FERNDALE(1630kg) | Automatic (UnityEngine.GameObject) | 3 speed | Throttle | 0
FERNDALE(1630kg) | Automatic (UnityEngine.GameObject) | 3 speed | UpShiftRPM | 0
Database | Alternator (UnityEngine.GameObject) | Data | Time | 0
GIFU(750/450psi) | Fuel (UnityEngine.GameObject) | FuelLine | Consumption | 20000
GIFU(750/450psi) | Fuel (UnityEngine.GameObject) | FuelLine | FuelLevel | 259.4379
GIFU(750/450psi) | Fuel (UnityEngine.GameObject) | FuelLine | FuelUsage | 0
GIFU(750/450psi) | Fuel (UnityEngine.GameObject) | FuelLine | RPM | 0
GIFU(750/450psi) | Fuel (UnityEngine.GameObject) | FuelLine | RandomRPM | 0
GIFU(750/450psi) | Fuel (UnityEngine.GameObject) | FuelLine | RandomTime | 0
GIFU(750/450psi) | Fuel (UnityEngine.GameObject) | FuelLine | Throttle | 0.12
HAYOSIKO(1500kg) | AirIntake (UnityEngine.GameObject) | InWater | Distance | 0
HAYOSIKO(1500kg) | AirIntake (UnityEngine.GameObject) | InWater | Pos | 0.2489414
HAYOSIKO(1500kg) | AirIntake (UnityEngine.GameObject) | InWater | WaterLevel | -4.5
ITEMS | Logic (UnityEngine.GameObject) | Logic | Distance | 3182.138
ITEMS | Logic (UnityEngine.GameObject) | Logic | Wait | 595.2661
ITEMS | Logic (UnityEngine.GameObject) | Logic | Y | -5.027
FERNDALE(1630kg) | RadioTuner (UnityEngine.GameObject) | Knob | Rot | 910
FERNDALE(1630kg) | RadioTuner (UnityEngine.GameObject) | Knob | Scroll | 0
FERNDALE(1630kg) | RadioTuner (UnityEngine.GameObject) | Knob | Tune | 0.091
Database | Headers (UnityEngine.GameObject) | Data | Time | 0
SATSUMA(557kg) | Choke (UnityEngine.GameObject) | Choke | ChokeLevel | 0
SATSUMA(557kg) | Choke (UnityEngine.GameObject) | Choke | ChokeMultiplier | 1.8
SATSUMA(557kg) | Choke (UnityEngine.GameObject) | Choke | Multiplier | 1
SATSUMA(557kg) | Choke (UnityEngine.GameObject) | Use | Choke | 0
SATSUMA(557kg) | Choke (UnityEngine.GameObject) | Use | KnobPos | 0
SATSUMA(557kg) | Fuel (UnityEngine.GameObject) | Fuel | Level | 0
SATSUMA(557kg) | Fuel (UnityEngine.GameObject) | Fuel | Rotation | 0
Database | Radio (UnityEngine.GameObject) | Data | Time | 0
Database | Subwoofer_panel (UnityEngine.GameObject) | Data | Time | 0
GIFU(750/450psi) | TandemAxleSetup (UnityEngine.GameObject) | SetTravel | DrivePos | 0.48
GIFU(750/450psi) | TandemAxleSetup (UnityEngine.GameObject) | SetTravel | DrivePosDown | 0.5
